urban,recommand,zone,desc,region,price,unitprice,age
jianye,双卧朝南 大两房 精装修 中间楼层 采光好,汉中门大街 , | 2室1厅 | 98.07平米 | 南 北 | 其他 | 有电梯,汉中门大街,350,35689,中楼层(共8层)2000年建板楼  -  
jianye,茶南明园小区 采光充足 南北通透 户型方正,明园 , | 2室1厅 | 51.33平米 | 南 北 | 简装 | 无电梯,茶南,160,31171,高楼层(共6层)1996年建板楼  -  
jianye,白鹭花园莺歌苑 楼层低 采光充足,白鹭花园莺歌苑 , | 3室2厅 | 123.38平米 | 南 北 | 其他 | 无电梯,万达广场,365,29584,低楼层(共6层)2000年建板塔结合  -  
jianye,满五年省税 四楼采光好 13年的装修 保养好,安泰村 , | 2室1厅 | 55.35平米 | 西北 | 其他 | 无电梯,南苑,163,29449,中楼层(共6层)1996年建板楼  -  
jianye,奥体兴宏园 低总价两房 精装修 满两年 近地铁配套成熟,兴隆新寓兴宏园 , | 2室1厅 | 39.36平米 | 南 | 精装 | 无电梯,兴隆大街,175,44462,高楼层(共7层)2000年建板楼  -  
jianye,满五年 南北通透 采光无遮挡 视野开阔,今日家园丹桂居 , | 3室2厅 | 128平米 | 南 北 | 其他,万达广场,520,40625,中楼层(共6层)2001年建板塔结合  -  
jianye,双地铁房 单身公寓 万达商圈 河西片区,银河湾福苑 , | 1室1厅 | 46.06平米 | 西 | 精装 | 有电梯,万达广场,175,37994,中楼层(共11层)2009年建塔楼  -  
jianye,此房满五年省税，小三房户型正气 南北通透，视野开阔,爱达花园紫藤园 , | 3室2厅 | 101.65平米 | 南 北 | 精装 | 无电梯,应天西路,315,30989,中楼层(共6层)2003年建板楼  -  
jianye,银河湾福苑经典小面积单室套，采光好，居家装修。,银河湾福苑 , | 1室0厅 | 30.53平米 | 东 | 简装 | 有电梯,万达广场,117,38323,高楼层(共11层)2009年建塔楼  -  
jianye,莫愁湖东路舒适大三房，秦淮河边，可观河景，随时看房,莫愁湖东路 , | 3室1厅 | 75.22平米 | 东 南 北 | 简装 | 无电梯,水西门,198,26323,高楼层(共7层)1994年建板楼  -  
jianye,安国村 单价低 总价合适 采光不挡 居家装修,安国村 , | 2室1厅 | 49.87平米 | 南 北 | 其他 | 无电梯,南苑,135,27071,高楼层(共5层)1988年建板塔结合  -  
jianye,河西奥体 南北通透 三房 满两年 业主诚售,金基汇锦国际凌江府 , | 3室2厅 | 119.51平米 | 南 北 | 精装 | 有电梯,奥体,546,45687,高楼层(共20层)2014年建板楼  -  
jianye,小区中间位置 采光好 精装满五年 有车位 诚心卖,兴元嘉园 , | 3室2厅 | 118.19平米 | 南 北 | 简装 | 有电梯,奥体,590,49920,低楼层(共11层)2007年建板楼  -  
jianye,润花园 欧式精装修 满两年 挑高房 交通便利 配套成熟,润花园 , | 1室1厅 | 55.99平米 | 西 | 精装 | 有电梯,南湖,232,41436,高楼层(共16层)2008年建板楼  -  
jianye,距离兴隆大街地铁口150米  精装2房 采光好,兴隆新寓兴宏园 , | 2室1厅 | 66.7平米 | 南 | 其他 | 无电梯,兴隆大街,255,38231,高楼层(共7层)2000年建板楼  -  
jianye,欧洲城二期10年小区 精装两房 高楼层 采光好 满五年,铂金时代公寓 , | 2室2厅 | 97.7平米 | 南 | 精装 | 有电梯,兴隆大街,420,42989,中楼层(共23层)2010年建板楼  -  
jianye,集庆门大街 南苑晔园 满两年 顶楼带阁楼有车位,晔园 , | 3室2厅 | 64.14平米 | 南 北 | 其他 | 无电梯,南苑,208,32430,高楼层(共7层)1998年建板楼  -  
jianye,奥体东 2房 满五年 无增值税,紫金西区中央 , | 2室1厅 | 91.46平米 | 南 北 | 精装 | 有电梯,奥体,330,36082,中楼层(共20层)2006年建板楼  -  
jianye,精装修 大三房 满五年 全明 配套齐全 出行便利,嘉业阳光城天景苑一期 , | 3室2厅 | 139.25平米 | 南 西 北 | 精装 | 有电梯,奥体,650,46679,中楼层(共18层)2009年建塔楼  -  
jianye,电梯大三房 三开间朝南 精装修 南北通透 出门公交站,城开怡家 , | 3室2厅 | 122.5平米 | 南 北 | 其他 | 有电梯,南苑,480,39184,低楼层(共11层)2005年建板塔结合  -  
jianye,白鹭花园凤栖苑，三房，业主诚心出售,白鹭花园凤栖苑 , | 3室1厅 | 67.08平米 | 南 北 | 其他 | 无电梯,湖西街,198,29517,高楼层(共7层)1998年建板塔结合  -  
jianye,此房满五年，双南户型，客厅可看莫愁湖 物业管理好,万科金色家园 , | 2室1厅 | 94.6平米 | 南 北 | 简装 | 有电梯,水西门,480,50740,中楼层(共31层)2005年建板楼  -  
jianye,金轮翡翠名园 满两年居家精装 带产权车位和地下室,金轮翡翠名园 , | 3室2厅 | 132.14平米 | 南 | 其他,南苑,510,38596,中楼层(共18层)2013年建板楼  -  
jianye,碧瑶花园二期 148.79平 800万 精装三房 不临街,碧瑶花园二期 , | 3室2厅 | 148.43平米 | 南 北 | 精装 | 有电梯,奥体,800,53898,高楼层(共9层)2010年建板楼  -  
jianye,集庆门大街 安民村 南北通透 采光充足居家装修,安民村 , | 2室1厅 | 57.39平米 | 南 北 | 其他 | 无电梯,南苑,160,27880,高楼层(共6层)1993年建板楼  -  
jianye,云锦美地电梯小三房 精装 边户采光佳,云锦美地汇锦苑 , | 3室2厅 | 107.78平米 | 南 北 | 其他 | 有电梯,南湖,439,40732,低楼层(共11层)2006年建板楼  -  
jianye,金基汇锦挑高两房 西边户 南北通透 精装 满两年,金基汇锦国际 , | 2室2厅 | 54.91平米 | 南 北 | 精装 | 有电梯,奥体,330,60099,低楼层(共12层)2009年建板塔结合  -  
jianye,河西 奥体 绿博园 挑高 边户 精装修 边户,金基汇锦国际 , | 3室1厅 | 55.05平米 | 南 | 精装 | 有电梯,奥体,310,56313,高楼层(共12层)2009年建板塔结合  -  
jianye,江东中路名仕嘉园 3房2厅2卫 河西万达 毛坯 随意装修,名仕嘉园 , | 3室2厅 | 128.58平米 | 东 南 | 其他 | 有电梯,江东,420,32665,高楼层(共20层)2005年建塔楼  -  
jianye,南北通透大两房 采光视野无遮挡 满五年,滨江奥城听雨苑 , | 2室2厅 | 104.18平米 | 南 北 | 其他 | 有电梯,奥体,468,44923,高楼层(共10层)2005年建板塔结合  -  
jianye,万达华府稀有小三房 得房率85% 南北通透 采光好双本部,万达华府东苑 , | 3室2厅 | 103.1平米 | 南 北 | 精装 | 有电梯,奥体,563,54608,低楼层(共11层)2003年建板楼  -  
jianye,六楼跃层，精装修，采光很好 园林式小区 居住环境好,云锦美地碧云居 , | 5室2厅 | 180.56平米 | 南 北 | 其他 | 无电梯,南湖,588,32566,高楼层(共6层)2005年建板楼  -  
jianye,奥南 精装两房 楼层好 采光佳 保养好 拎包住 满两年,莲花嘉园 , | 2室1厅 | 78.49平米 | 东南 | 精装,奥体,212,27010,高楼层(共34层)板楼  -  
jianye,满五年唯一 精装修 中间楼层采光棒 大客厅带阳台,康福村 , | 2室2厅 | 74.93平米 | 南 北 | 精装 | 无电梯,南湖,225,30029,中楼层(共5层)1986年建板楼  -  
jianye,江景房  四开间朝南 开发商精装修 视野好 采光无遮挡,五矿御江金城 , | 4室2厅 | 176.13平米 | 南 北 | 其他 | 有电梯,奥体,1100,62454,高楼层(共33层)2012年建板楼  -  
jianye,距离兴隆大街地铁口150米  精装2房 采光好,兴隆新寓兴宏园 , | 2室1厅 | 66.7平米 | 南 | 其他 | 无电梯,兴隆大街,255,38231,高楼层(共7层)2000年建板楼  -  
jianye,茶南明园 南北户型 居家装修 西边户 全明户型 有地铁,明园 , | 2室1厅 | 63.69平米 | 南 西北 | 简装 | 无电梯,茶南,195,30618,低楼层(共6层)1996年建板楼  -  
jianye,茶南仁园卷烟厂单位福利分房 云锦路地铁口 万达金鹰旁,仁园 , | 2室1厅 | 64.44平米 | 南 北 | 其他 | 无电梯,茶南,182,28244,中楼层(共7层)1996年建板塔结合  -  
jianye,居家装修顶楼跃层 户型好采光好视野好 满五年,南湖春晓嘉怡苑 , | 6室2厅 | 225.76平米 | 南 北 | 其他 | 无电梯,南苑,565,25027,高楼层(共7层)2002年建板塔结合  -  
jianye,四房 有装修 视野好 南北通透 小区新,苏宁滨江壹号 , | 4室2厅 | 237.68平米 | 南 北 | 其他,奥体,1200,50489,中楼层(共43层)2014年建板塔结合  -  
jianye,南北通透 精装修 小区物业好 带202平院子（实际测量）,金地名京 , | 5室1厅 | 197.88平米 | 南 北 | 其他 | 有电梯,湖西街,1150,58117,低楼层(共11层)2010年建板楼  -  
jianye,房子满五年 云锦路地铁交通便利 配套成熟三房户型,明园 , | 3室1厅 | 76.13平米 | 南 北 | 其他 | 无电梯,茶南,230,30212,中楼层(共6层)1996年建板楼  -  
jianye,河西奥体板块 送70平大露台 新城施教区 楼层好 视野好,银城西堤国际二区 , | 4室2厅 | 178.34平米 | 南 北 | 精装 | 有电梯,奥体,1000,56073,高楼层(共11层)2008年建板楼  -  
jianye,欧洲城二期10年小区 精装两房 高楼层 采光好 满五年,铂金时代公寓 , | 2室2厅 | 97.7平米 | 南 | 精装 | 有电梯,兴隆大街,420,42989,中楼层(共23层)2010年建板楼  -  
jianye,集庆门大街 南苑晔园 满两年 顶楼带阁楼有车位,晔园 , | 3室2厅 | 64.14平米 | 南 北 | 其他 | 无电梯,南苑,208,32430,高楼层(共7层)1998年建板楼  -  
jianye,玉塘村南  2居室 南北通透 楼层低 精装修,玉塘村南 , | 2室1厅 | 47.24平米 | 南 北 | 其他,南湖,145,30695,中楼层(共6层)板塔结合  -  
jianye,不临街 业主诚心出售 交通方便 楼层好,新禧家园 , | 2室2厅 | 87.46平米 | 南 北 | 其他 | 有电梯,湖西街,280,32015,中楼层(共7层)2001年建板楼  -  
jianye,河西奥体青桐园精装两房 总价低 采光充足,奥体新城青桐园 , | 2室2厅 | 90.31平米 | 南 | 简装 | 有电梯,奥体,425,47061,低楼层(共18层)2011年建板楼  -  
jianye,满五年 莫愁湖 地铁 双南 双阳台两房,汉中门大街 , | 2室1厅 | 69.05平米 | 南 北 | 其他 | 有电梯,汉中门大街,199,28820,高楼层(共7层)1997年建板楼  -  
jianye,水西门大街 精装双南两房 交通便利 生活方便 南北通透,莫愁新村 , | 2室1厅 | 57.47平米 | 南 北 | 精装 | 无电梯,南湖,205,35671,低楼层(共6层)1993年建板楼  -  
jianye,03年商品房 满两年 中间楼层  双卧朝南  西边户,天都芳庭 , | 2室2厅 | 101.63平米 | 南 北 | 简装 | 无电梯,应天西路,400,39359,中楼层(共6层)2003年建板塔结合  -  
jianye,奥体 全南户型 满两年 采光无遮挡 双地铁,融侨中央花园3期 , | 2室2厅 | 94.82平米 | 南 | 其他 | 有电梯,奥体,420,44295,低楼层(共18层)2011年建板楼  -  
jianye,河西 建邺 吉庆家园 四房 15年30万精装 拎包住环境好,吉庆家园逢春苑 , | 4室2厅 | 129.59平米 | 南 北 | 精装 | 无电梯,南苑,440,33954,低楼层(共6层)2001年建板楼  -  
jianye,业主急降30万 满五年 精装修 恒温恒湿 大三房,朗诗国际街区南园 , | 3室2厅 | 131.58平米 | 东 | 精装 | 有电梯,奥体,600,45600,低楼层(共18层)2009年建板楼  -  
jianye,水西门大街 莫愁湖公园 中间楼层 双卧朝南 南北通透,水西门大街133号 , | 2室1厅 | 62平米 | 南 北 | 毛坯 | 无电梯,南湖,179.5,28952,中楼层(共7层)1996年建板塔结合  -  
jianye,水西门大街金基唐城电梯三房 改善社区 莫愁湖公园地铁,金基唐城 , | 3室2厅 | 130.88平米 | 南 北 | 精装 | 有电梯,水西门,575,43934,低楼层(共8层)2005年建板楼  -  
jianye,河西万达 交通方便 生活方便 地铁口 刚需 看房方便,凤鸣苑 , | 2室1厅 | 52.31平米 | 南 | 简装 | 无电梯,湖西街,170,32499,中楼层(共7层)1998年建板塔结合  -  
jianye,沿河三村中间楼层采光好 两卧室朝南 精装修 拎包入住,沿河三村 , | 2室1厅 | 56.24平米 | 南 | 精装 | 无电梯,南湖,159.5,28361,中楼层(共6层)1990年建板塔结合  -  
jianye,汉中门大街双南户型 莫愁湖公园 房龄新 楼层好 刚需,金基公寓 , | 2室1厅 | 57.26平米 | 南 北 | 简装 | 无电梯,水西门,205,35802,中楼层(共6层)2000年建板楼  -  
jianye,金陵世家  精装电梯大三房  采光不遮挡,金陵世家 , | 3室2厅 | 141.06平米 | 南 | 简装 | 有电梯,应天西路,465,32965,中楼层(共12层)2003年建板楼  -  
jianye,金陵世家  精装电梯大三房  采光不遮挡,金陵世家 , | 3室2厅 | 141.06平米 | 南 | 简装 | 有电梯,应天西路,465,32965,中楼层(共12层)2003年建板楼  -  
jianye,河西奥体 保利香槟国际 南北通透 三房 清爽,保利香槟国际 , | 3室2厅 | 120.8平米 | 南 北 | 精装 | 有电梯,奥体,625,51739,中楼层(共19层)2013年建板楼  -  
jianye,云锦美地南北通透精装修环境优美中间楼层配套成熟,云锦美地绮云居 , | 2室2厅 | 86.88平米 | 南 北 | 精装 | 无电梯,南湖,350,40286,高楼层(共6层)2003年建板楼  -  
jianye,兴隆大街地铁站 01年商品房 居家装修 南北通透,金陵世家 , | 3室2厅 | 113.94平米 | 南 北 | 简装 | 无电梯,应天西路,365,32035,中楼层(共6层)2001年建板楼  -  
jianye,健园北街连家店 市口好人流量大 每年租金可达六万五千,晔园 , | 2室1厅 | 76.28平米 | 南 北 | 简装 | 无电梯,南苑,240,31464,低楼层(共7层)1998年建板楼  -  
jianye,带储藏室，万科物业，居住舒适，拎包住，没有增值税,月安花园歌月居 , | 2室2厅 | 96.66平米 | 南 北 | 其他 | 无电梯,奥体,406,42003,高楼层(共6层)2003年建板塔结合  -  
jianye,水西门大街 满两年 刚需两房 精装修 全明通透 采光好,水西门大街87号 , | 2室1厅 | 72.05平米 | 东南 | 其他 | 有电梯,南湖,206,28592,低楼层(共24层)1999年建板楼  -  
jianye,银河湾福苑少有的经典单室套，东北户,银河湾福苑 , | 1室1厅 | 58.5平米 | 东北 | 简装 | 有电梯,万达广场,225,38462,低楼层(共11层)2009年建塔楼  -  
jianye,碧虹苑商品房 双卧朝南 户型通透 临南湖 配套成熟,碧虹苑 , | 2室2厅 | 86.04平米 | 南 北 | 其他 | 无电梯,南湖,260,30219,高楼层(共7层)2000年建板楼  -  
jianye,河西奥体新城青桐园 精装三房 中楼层 西边户视野好,奥体新城青桐园 , | 3室2厅 | 136.1平米 | 南 北 | 其他 | 有电梯,奥体,710,52168,高楼层(共18层)2011年建板楼  -  
jianye,云锦路地铁口 茶花里 居家装修 拎包即住,茶花里 , | 1室1厅 | 43.79平米 | 南 北 | 其他 | 无电梯,茶南,129,29459,中楼层(共6层)1988年建板楼  -  
jianye,房子是中间楼层  东边户 采光不挡  满五年 南湖公园,文体村 , | 2室1厅 | 61.53平米 | 南 北 | 简装,南湖,183,29742,中楼层(共7层)1994年建板塔结合  -  
jianye,兴达新寓 满两年 采光无遮挡 诚心出售 交通便利,兴达新寓二村 , | 2室1厅 | 62.33平米 | 南 北 | 简装 | 无电梯,应天西路,198,31767,中楼层(共7层)1999年建板楼  -  
jianye,茶南拓园精装修一楼好房 户型方正 交通生活方便,拓园 , | 2室1厅 | 59.39平米 | 东 | 其他 | 有电梯,茶南,205,34518,低楼层(共7层)1996年建板楼  -  
jianye,利民东村 通透两房 居家简装 采光佳 业主诚售,利民东村 , | 2室1厅 | 49.71平米 | 南 北 | 其他 | 无电梯,南湖,149,29974,高楼层(共5层)1988年建板塔结合  -  
jianye,金贸新村 闹中取静 莫愁湖地铁 两房 户型好,金贸新村 , | 2室2厅 | 89.6平米 | 南 | 简装 | 无电梯,南湖,239,26675,高楼层(共7层)1996年建板楼  -  
jianye,简装两房 采光好 双卧朝南 南北通透 满五年 商品房,新百花园 , | 2室1厅 | 66.51平米 | 南 北 | 简装 | 无电梯,应天西路,243,36536,中楼层(共7层)2001年建板楼  -  
jianye,紫鑫国际公寓 精装   诚售 楼层佳 不临街,紫鑫国际公寓 , | 1室1厅 | 51.65平米 | 北 | 精装 | 有电梯,兴隆大街,152,29429,中楼层(共27层)2006年建塔楼  -  
jianye,满五年中间楼层 采光好小区距离2号线兴隆大街站200米,欧洲城凯旋丽都花园 , | 3室2厅 | 128.94平米 | 南 | 精装 | 有电梯,兴隆大街,540,41880,中楼层(共18层)2005年建板楼  -  
jianye,茶花里 精装单室套 云锦地铁口 中间楼层,茶花里 , | 1室1厅 | 39.1平米 | 南 北 | 其他 | 无电梯,茶南,121,30947,中楼层(共6层)1988年建板楼  -  
jianye,南湖文体西村 南北通透 白银四楼 15年精装修拎包入住,文体西村 , | 2室1厅 | 47.88平米 | 南 北 | 其他 | 无电梯,南湖,137,28614,高楼层(共4层)1985年建板塔结合  -  
jianye,南苑健园南北通透两房中间楼层采光好满五年,健园 , | 2室1厅 | 50.76平米 | 南 北 | 其他 | 无电梯,南苑,149,29354,中楼层(共7层)1996年建板楼  -  
jianye,万达商圈 集庆门大街地铁站 电梯房 急售,舒心苑 , | 3室2厅 | 122.65平米 | 南 北 | 精装 | 有电梯,万达广场,416,33918,低楼层(共9层)2003年建板塔结合  -  
jianye,万达商圈，交通便利，低楼层，满两年,万达东坊 , | 2室1厅 | 69.01平米 | 南 | 简装 | 有电梯,万达广场,286,41444,中楼层(共8层)2009年建板楼  -  
jianye,仁恒江湾城  高楼层 精装两房 满两年,仁恒江湾城二期 , | 2室1厅 | 90.56平米 | 南 | 其他 | 有电梯,奥体,530,58525,高楼层(共32层)2012年建板楼  -  
jianye,2003年小区，水西门大街，云锦路地铁，两房朝南精装。,苏建城 , | 2室1厅 | 94.98平米 | 南 | 其他 | 有电梯,茶南,350,36850,中楼层(共26层)2007年建板塔结合  -  
